index,10-21-2021,10-20-2021,10-19-2021,10-18-2021,10-17-2021,10-16-2021,10-15-2021,10-14-2021,10-13-2021,10-12-2021,10-11-2021,10-10-2021,10-9-2021,10-8-2021,10-7-2021,10-6-2021,10-5-2021,10-4-2021,10-3-2021,10-2-2021,10-1-2021,9-30-2021,9-29-2021,9-28-2021,9-27-2021,9-26-2021,9-25-2021,9-24-2021,9-23-2021,9-21-2021,9-20-2021,9-19-2021,9-18-2021,9-17-2021,9-16-2021,9-15-2021,9-14-2021,9-13-2021,9-12-2021,9-11-2021,9-10-2021,9-9-2021,9-8-2021,9-7-2021,9-6-2021,9-5-2021,9-4-2021,9-3-2021,9-2-2021,9-1-2021,8-31-2021,8-30-2021,8-29-2021,8-28-2021,8-27-2021,8-26-2021,8-25-2021,8-24-2021,8-23-2021,8-22-2021,8-21-2021,8-20-2021,8-19-2021,8-18-2021,8-17-2021,8-16-2021,8-15-2021,8-14-2021,8-13-2021,8-12-2021,8-11-2021,8-10-2021,8-9-2021,8-8-2021,8-7-2021,8-6-2021,8-5-2021,8-4-2021,8-3-2021,8-2-2021,8-1-2021,7-31-2021,7-30-2021,7-29-2021,7-28-2021,7-27-2021,7-26-2021,7-25-2021,7-24-2021,7-23-2021,7-22-2021,7-21-2021,7-20-2021,7-19-2021,7-18-2021,7-17-2021,7-16-2021,7-15-2021,7-14-2021,7-13-2021,7-12-2021,7-11-2021,7-10-2021,7-9-2021,7-8-2021,7-7-2021,7-6-2021,7-5-2021,7-4-2021,7-3-2021,7-2-2021,7-1-2021,6-30-2021,6-29-2021,6-28-2021,6-27-2021,6-26-2021,6-25-2021,6-24-2021,6-23-2021,6-22-2021,6-21-2021,6-20-2021,6-19-2021,6-18-2021,6-17-2021,6-16-2021,6-15-2021,6-14-2021,6-13-2021,6-12-2021,6-11-2021,6-10-2021,6-9-2021,6-8-2021,6-7-2021,6-6-2021,6-5-2021,6-4-2021,6-3-2021,6-2-2021,6-1-2021,5-19-2021,5-18-2021,5-17-2021,5-16-2021,5-15-2021,5-14-2021,5-13-2021,5-12-2021
Mann-Grandstaff VAMC TotalSumCases,"175,694.00","174,941.00","174,147.00","173,202.00","172,334.00","172,251.00","172,111.00","171,450.00","170,567.00","169,789.00","168,797.00","168,381.00","168,320.00","168,238.00","167,707.00","167,008.00","166,291.00","165,440.00","164,043.00","163,930.00","163,826.00","163,141.00","162,345.00","161,635.00","160,790.00","159,219.00","159,117.00","159,068.00","158,312.00","156,572.00","155,642.00","153,958.00","153,957.00","153,767.00","152,857.00","151,969.00","151,116.00","150,117.00","148,119.00","147,835.00","147,835.00","146,998.00","145,704.00","144,641.00","142,182.00","142,000.00","141,946.00","141,946.00","140,739.00","139,467.00","138,479.00","137,611.00","135,877.00","135,877.00","135,877.00","135,033.00","134,159.00","133,513.00","132,716.00","131,185.00","131,185.00","131,148.00","130,413.00","129,599.00","128,610.00","127,910.00","126,297.00","126,297.00","126,297.00","125,726.00","125,059.00","124,280.00","123,792.00","122,522.00","122,522.00","122,522.00","122,133.00","121,576.00","120,807.00","119,863.00","119,385.00","119,385.00","119,385.00","119,026.00","118,813.00","118,521.00","118,262.00","117,641.00","117,641.00","117,641.00","118,175.00","117,279.00","117,090.00","116,931.00","116,642.00","116,642.00","116,639.00","116,527.00","116,400.00","116,259.00","116,180.00","115,914.00","115,914.00","115,914.00","115,840.00","115,760.00","115,653.00","115,476.00","115,476.00","115,476.00","115,476.00","115,418.00",115334.0,115293.0,115217.0,115049.0,115049.0,115022.0,114943.0,114841.0,114698.0,114599.0,114303.0,114303.0,114280.0,114222.0,114092.0,114010.0,113890.0,113609.0,113609.0,113582.0,113473.0,113328.0,113165.0,113029.0,112698.0,112698.0,112664.0,112480.0,,,,,,,,,,
Mann-Grandstaff VAMC NewSumCases,753.00,794.00,945.00,868.00,83.00,140.00,661.00,883.00,778.00,992.00,416.00,61.00,82.00,531.00,699.00,717.00,851.00,"1,397.00",113.00,104.00,685.00,796.00,710.00,845.00,"1,571.00",102.00,49.00,756.00,973.00,930.00,"1,684.00",1.00,79.00,910.00,888.00,853.00,999.00,"1,998.00",284.00,0.00,837.00,"1,294.00","1,063.00","2,459.00",182.00,54.00,0.00,"1,207.00","1,272.00",988.00,868.00,"1,734.00",0.00,0.00,844.00,874.00,646.00,797.00,"1,531.00",0.00,37.00,735.00,814.00,989.00,700.00,"1,613.00",0.00,0.00,571.00,667.00,779.00,488.00,"1,270.00",0.00,0.00,389.00,557.00,696.00,944.00,478.00,0.00,0.00,359.00,213.00,292.00,259.00,621.00,0.00,0.00,-534.00,896.00,189.00,159.00,289.00,0.00,3.00,112.00,127.00,141.00,79.00,266.00,0.00,0.00,74.00,80.00,107.00,177.00,0.00,0.00,0.00,58.00,84.00,41.0,76.0,168.0,0.0,27.0,79.0,102.0,143.0,99.0,296.0,0.0,23.0,58.0,114.0,82.0,120.0,281.0,0.0,27.0,109.0,145.0,163.0,136.0,331.0,0.0,34.0,184.0,233.0,,,,,,,,,,
Mann-Grandstaff VAMC ECases,"12,942.08","12,879.39","12,816.98","12,744.60","12,678.22","12,672.95","12,660.59","12,605.27","12,535.86","12,475.81","12,399.08","12,372.93","12,369.67","12,362.26","12,320.81","12,267.13","12,211.28","12,146.30","12,042.64","12,035.87","12,026.74","11,974.45","11,916.24","11,860.14","11,797.82","11,684.20","11,678.57","11,674.25","11,615.18","11,484.14","11,418.47","11,292.13","11,292.05","11,278.94","11,209.42","11,145.82","11,083.85","11,011.61","10,862.37","10,843.04","10,843.04","10,774.88","10,677.62","10,598.89","10,412.11","10,402.07","10,399.02","10,399.02","10,306.90","10,212.68","10,137.94","10,076.14","9,948.39","9,948.39","9,948.39","9,883.96","9,822.17","9,774.89","9,716.31","9,605.29","9,605.29","9,603.19","9,549.35","9,491.42","9,420.19","9,369.58","9,258.06","9,258.06","9,258.06","9,213.69","9,166.18","9,111.93","9,072.44","8,978.11","8,978.11","8,978.11","8,947.50","8,909.26","8,854.12","8,786.57","8,751.41","8,751.41","8,751.41","8,722.45","8,705.45","8,685.51","8,666.65","8,624.05","8,624.05","8,624.05","8,668.21","8,597.26","8,584.44","8,573.47","8,553.06","8,553.06","8,552.89","8,544.49","8,535.50","8,526.06","8,520.22","8,502.28","8,502.28","8,502.28","8,497.50","8,492.51","8,484.79","8,472.01","8,472.01","8,472.01","8,472.01","8,467.88",8461.66,8459.25,8453.83,8441.29,8441.29,8439.91,8434.1,8426.27,8414.28,8406.78,8384.9,8384.9,8383.6,8379.39,8369.52,8363.4,8354.51,8333.27,8333.27,8331.43,8322.75,8311.37,8299.08,8288.67,8261.37,8261.37,8258.92,8244.53,8225.97,8205.16,7984.75,7965.86,7949.09,7931.02,7924.11,7909.47,7888.68,7867.98
Mann-Grandstaff VAMC NewECases,62.70,62.41,72.38,66.38,5.27,12.36,55.32,69.41,60.05,76.74,26.14,3.27,7.40,41.46,53.68,55.85,64.98,103.66,6.76,9.13,52.29,58.21,56.10,62.32,113.62,5.63,4.32,59.07,73.90,65.67,126.33,0.09,6.99,69.52,63.60,61.96,72.24,149.24,19.33,0.00,68.15,97.26,78.74,186.78,10.04,3.05,0.00,92.11,94.22,74.74,61.80,127.74,0.00,0.00,64.43,61.80,47.27,58.58,111.03,0.00,2.09,53.84,57.94,71.23,50.61,111.51,0.00,0.00,44.37,47.51,54.25,39.49,94.33,0.00,0.00,30.61,38.24,48.82,67.55,35.16,0.00,0.00,28.96,17.00,19.94,18.86,42.60,0.00,0.00,-44.15,70.94,12.82,10.97,20.41,0.00,0.17,8.40,8.99,9.44,5.83,17.95,0.00,0.00,4.77,5.00,7.71,12.78,0.00,0.00,0.00,4.13,6.22,2.41,5.42,12.54,0.0,1.38,5.82,7.83,11.98,7.5,21.89,0.0,1.29,4.21,8.99,6.11,8.89,21.24,0.0,1.84,8.68,11.37,12.29,10.41,27.31,0.0,2.45,14.39,18.56,19.43,33.25,18.89,16.77,18.07,6.91,14.64,20.79,20.7,17.97
Jonathan M. VAMC TotalSumCases,"24,017.00","23,944.00","23,871.00","23,770.00","23,672.00","23,672.00","23,672.00","23,620.00","23,526.00","23,436.00","23,314.00","23,159.00","23,159.00","23,161.00","23,084.00","22,979.00","22,891.00","22,752.00","22,586.00","22,586.00","22,586.00","22,504.00","22,361.00","22,255.00","21,879.00","21,776.00","21,776.00","21,776.00","21,679.00","21,405.00","21,225.00","21,082.00","21,082.00","21,082.00","20,970.00","20,851.00","20,751.00","20,628.00","20,374.00","20,335.00","20,335.00","20,232.00","20,070.00","19,928.00","19,696.00","19,696.00","19,664.00","19,664.00","19,590.00","19,455.00","19,281.00","19,187.00","18,991.00","18,991.00","18,917.00","18,868.00","18,700.00","18,612.00","18,332.00","18,257.00","18,257.00","18,257.00","18,102.00","17,993.00","17,857.00","17,734.00","17,521.00","17,521.00","17,521.00","17,382.00","17,260.00","17,097.00","16,971.00","16,800.00","16,800.00","16,800.00","16,716.00","16,599.00","16,467.00","16,303.00","16,140.00","16,140.00","16,140.00","16,040.00","15,899.00","15,824.00","15,689.00","15,578.00","15,578.00","15,578.00","15,529.00","15,405.00","15,357.00","15,268.00","15,189.00","15,189.00","15,189.00","15,147.00","15,096.00","15,038.00","14,994.00","14,896.00","14,896.00","14,896.00","14,861.00","14,825.00","14,788.00","14,734.00","14,734.00","14,734.00","14,734.00","14,716.00",14691.0,14646.0,14613.0,14563.0,14563.0,14559.0,14545.0,14498.0,14478.0,14462.0,14404.0,14404.0,14403.0,14375.0,14343.0,14307.0,14242.0,14242.0,14242.0,14232.0,14201.0,14192.0,14169.0,14128.0,14119.0,14119.0,14104.0,14082.0,,,,,,,,,,
Jonathan M. VAMC NewSumCases,73.00,73.00,101.00,98.00,0.00,0.00,52.00,94.00,90.00,122.00,155.00,0.00,-2.00,77.00,105.00,88.00,139.00,166.00,0.00,0.00,82.00,143.00,106.00,376.00,103.00,0.00,0.00,97.00,167.00,180.00,143.00,0.00,0.00,112.00,119.00,100.00,123.00,254.00,39.00,0.00,103.00,162.00,142.00,232.00,0.00,32.00,0.00,74.00,135.00,174.00,94.00,196.00,0.00,74.00,49.00,168.00,88.00,280.00,75.00,0.00,0.00,155.00,109.00,136.00,123.00,213.00,0.00,0.00,139.00,122.00,163.00,126.00,171.00,0.00,0.00,84.00,117.00,129.00,164.00,163.00,0.00,0.00,100.00,141.00,75.00,135.00,111.00,0.00,0.00,49.00,124.00,48.00,89.00,79.00,0.00,0.00,42.00,51.00,58.00,44.00,98.00,0.00,0.00,35.00,36.00,37.00,54.00,0.00,0.00,0.00,18.00,25.00,45.0,33.0,50.0,0.0,4.0,14.0,47.0,7.0,16.0,58.0,0.0,1.0,28.0,32.0,36.0,65.0,0.0,0.0,10.0,31.0,9.0,23.0,41.0,9.0,0.0,15.0,22.0,23.0,,,,,,,,,,
Jonathan M. VAMC ECases,"1,638.54","1,633.45","1,628.27","1,621.03","1,614.32","1,614.32","1,614.32","1,610.76","1,604.36","1,598.26","1,589.55","1,579.24","1,579.24","1,579.48","1,573.96","1,566.91","1,560.94","1,551.48","1,540.42","1,540.42","1,540.42","1,534.73","1,525.08","1,517.94","1,492.66","1,485.63","1,485.63","1,485.63","1,478.84","1,459.82","1,447.30","1,437.14","1,437.14","1,437.14","1,429.36","1,421.24","1,414.26","1,405.63","1,388.09","1,385.54","1,385.54","1,377.71","1,366.67","1,356.73","1,341.06","1,341.06","1,338.97","1,338.97","1,333.83","1,324.69","1,313.11","1,306.36","1,292.57","1,292.57","1,287.59","1,283.89","1,272.53","1,266.60","1,247.90","1,242.54","1,242.54","1,242.54","1,231.16","1,223.68","1,214.36","1,205.88","1,191.37","1,191.37","1,191.37","1,181.96","1,173.71","1,162.77","1,154.23","1,142.67","1,142.67","1,142.67","1,137.01","1,129.15","1,120.03","1,109.12","1,098.26","1,098.26","1,098.26","1,091.51","1,082.09","1,076.92","1,067.78","1,060.15","1,060.15","1,060.15","1,056.83","1,048.54","1,045.31","1,039.36","1,034.15","1,034.15","1,034.15","1,031.29","1,027.90","1,024.05","1,021.12","1,014.64","1,014.64","1,014.64","1,012.26","1,009.87","1,007.42","1,003.81","1,003.81","1,003.81","1,003.81","1,002.62",1000.96,997.98,995.78,992.51,992.51,992.24,991.3,988.2,986.88,985.81,981.96,981.96,981.89,980.01,977.77,975.39,971.0,971.0,971.0,970.33,968.23,967.57,965.89,963.13,962.04,962.04,961.03,959.52,957.87,955.28,940.09,939.04,936.17,935.14,935.14,934.0,932.53,930.94
Jonathan M. VAMC NewECases,5.09,5.19,7.24,6.71,0.00,0.00,3.56,6.40,6.10,8.71,10.31,0.00,-0.24,5.53,7.05,5.97,9.46,11.06,0.00,0.00,5.69,9.65,7.14,25.29,7.03,0.00,0.00,6.79,11.50,12.52,10.16,0.00,0.00,7.78,8.12,6.98,8.63,17.54,2.55,0.00,7.83,11.03,9.94,15.67,0.00,2.09,0.00,5.14,9.15,11.58,6.75,13.79,0.00,4.97,3.70,11.36,5.94,18.69,5.36,0.00,0.00,11.38,7.48,9.33,8.47,14.51,0.00,0.00,9.41,8.26,10.94,8.54,11.56,0.00,0.00,5.66,7.87,8.76,10.91,10.87,0.00,0.00,6.75,9.42,5.17,9.14,7.63,0.00,0.00,3.32,8.29,3.23,5.95,5.21,0.00,0.00,2.86,3.39,3.85,2.93,6.48,0.00,0.00,2.37,2.39,2.46,3.61,0.00,0.00,0.00,1.19,1.66,2.99,2.2,3.27,0.0,0.27,0.94,3.09,0.47,1.08,3.85,0.0,0.07,1.88,2.24,2.38,4.39,0.0,0.0,0.67,2.1,0.66,1.68,2.76,1.09,0.0,1.01,1.52,1.64,2.59,1.94,1.05,2.88,1.03,0.0,1.14,1.47,1.59,1.41
Jesse Brown VAMC TotalSumCases,"1,056,594.00","1,055,131.00","1,053,801.00","1,052,598.00","1,049,437.00","1,049,437.00","1,049,437.00","1,047,929.00","1,046,502.00","1,044,779.00","1,040,620.00","1,040,287.00","1,040,287.00","1,040,287.00","1,038,839.00","1,036,745.00","1,035,175.00","1,033,520.00","1,029,612.00","1,029,612.00","1,029,612.00","1,027,812.00","1,025,954.00","1,024,473.00","1,023,495.00","1,019,984.00","1,019,984.00","1,019,984.00","1,018,224.00","1,014,260.00","1,012,728.00","1,008,549.00","1,008,549.00","1,008,549.00","1,006,561.00","1,004,189.00","1,002,320.00","1,000,130.00","995,774.00","995,774.00","995,774.00","993,304.00","990,800.00","988,932.00","982,977.00","982,977.00","982,977.00","982,977.00","980,225.00","978,022.00","975,758.00","973,527.00","968,639.00","968,639.00","968,639.00","966,178.00","964,331.00","962,309.00","960,814.00","956,427.00","956,427.00","956,427.00","954,209.00","952,528.00","950,958.00","949,458.00","944,795.00","944,795.00","944,795.00","943,206.00","941,650.00","939,946.00","938,676.00","935,040.00","935,040.00","935,040.00","933,550.00","931,929.00","930,957.00","929,721.00","927,034.00","927,034.00","927,034.00","925,979.00","925,238.00","924,282.00","923,675.00","921,935.00","921,935.00","921,935.00","921,161.00","920,258.00","919,820.00","919,578.00","918,174.00","918,174.00","918,174.00","917,822.00","917,396.00","917,124.00","916,930.00","916,329.00","916,329.00","916,329.00","916,004.00","915,727.00","915,526.00","914,910.00","914,910.00","914,910.00","914,910.00","914,699.00",914386.0,914247.0,914071.0,913679.0,913679.0,913679.0,913508.0,913365.0,913174.0,913005.0,912611.0,912611.0,912598.0,912522.0,912362.0,912079.0,911897.0,911749.0,911593.0,911342.0,911044.0,910763.0,910483.0,910250.0,910031.0,909837.0,909480.0,909061.0,,,,,,,,,,
Jesse Brown VAMC NewSumCases,"1,463.00","1,330.00","1,203.00","3,161.00",0.00,0.00,"1,508.00","1,427.00","1,723.00","4,159.00",333.00,0.00,0.00,"1,448.00","2,094.00","1,570.00","1,655.00","3,908.00",0.00,0.00,"1,800.00","1,858.00","1,481.00",978.00,"3,511.00",0.00,0.00,"1,760.00","2,134.00","1,532.00","4,179.00",0.00,0.00,"1,988.00","2,372.00","1,869.00","2,190.00","4,356.00",0.00,0.00,"2,470.00","2,504.00","1,868.00","5,955.00",0.00,0.00,0.00,"2,752.00","2,203.00","2,264.00","2,231.00","4,719.00",0.00,0.00,"2,461.00","1,847.00","2,022.00","1,495.00","4,387.00",0.00,0.00,"2,218.00","1,681.00","1,570.00","1,500.00","4,663.00",0.00,0.00,"1,589.00","1,556.00","1,704.00","1,270.00","3,636.00",0.00,0.00,"1,490.00","1,621.00",972.00,"1,236.00","2,687.00",0.00,0.00,"1,055.00",741.00,956.00,607.00,"1,740.00",0.00,0.00,774.00,903.00,438.00,242.00,"1,404.00",0.00,0.00,352.00,426.00,272.00,194.00,601.00,0.00,0.00,325.00,277.00,201.00,616.00,0.00,0.00,0.00,211.00,313.00,139.0,176.0,392.0,0.0,0.0,171.0,143.0,191.0,169.0,394.0,0.0,13.0,76.0,160.0,283.0,182.0,148.0,156.0,251.0,298.0,281.0,280.0,233.0,219.0,194.0,357.0,419.0,502.0,,,,,,,,,,
Jesse Brown VAMC ECases,"40,442.22","40,384.11","40,333.77","40,287.77","40,168.88","40,168.88","40,168.88","40,107.96","40,049.91","39,981.38","39,825.45","39,806.19","39,806.19","39,806.19","39,749.25","39,665.63","39,601.64","39,536.22","39,385.71","39,385.71","39,385.71","39,315.55","39,240.76","39,180.33","39,140.69","39,002.38","39,002.38","39,002.38","38,932.58","38,769.17","38,705.47","38,544.85","38,544.85","38,544.85","38,462.62","38,366.09","38,290.10","38,204.33","38,032.19","38,032.19","38,032.19","37,936.51","37,831.70","37,757.04","37,524.01","37,524.01","37,524.01","37,524.01","37,417.52","37,327.66","37,237.58","37,150.55","36,959.16","36,959.16","36,959.16","36,865.18","36,794.06","36,715.09","36,655.65","36,489.25","36,489.25","36,489.25","36,404.32","36,336.99","36,275.19","36,216.89","36,042.13","36,042.13","36,042.13","35,981.70","35,918.38","35,854.64","35,805.62","35,670.25","35,670.25","35,670.25","35,614.60","35,552.98","35,515.46","35,468.14","35,367.81","35,367.81","35,367.81","35,328.68","35,299.55","35,262.86","35,239.31","35,173.86","35,173.86","35,173.86","35,145.05","35,110.85","35,094.42","35,084.71","35,027.76","35,027.76","35,027.76","35,010.52","34,993.19","34,983.05","34,975.25","34,952.83","34,952.83","34,952.83","34,940.03","34,928.45","34,919.76","34,894.93","34,894.93","34,894.93","34,894.93","34,884.90",34871.0,34864.33,34856.5,34841.18,34841.18,34841.18,34834.17,34828.13,34819.84,34812.13,34797.33,34797.33,34796.59,34792.94,34786.18,34774.16,34766.29,34759.43,34753.95,34742.61,34730.33,34718.53,34707.61,34698.58,34689.34,34682.48,34669.1,34652.68,34633.51,34623.2,34293.17,34254.64,34219.31,34190.38,34156.31,34119.82,34073.46,34015.95
Jesse Brown VAMC NewECases,58.12,50.34,46.00,118.89,0.00,0.00,60.92,58.04,68.53,155.93,19.27,0.00,0.00,56.94,83.62,63.98,65.43,150.51,0.00,0.00,70.16,74.79,60.43,39.64,138.31,0.00,0.00,69.81,88.91,63.70,160.62,0.00,0.00,82.22,96.53,75.99,85.77,172.13,0.00,0.00,95.69,104.80,74.66,233.03,0.00,0.00,0.00,106.49,89.86,90.08,87.03,183.16,0.00,0.00,93.98,71.12,78.97,59.44,166.40,0.00,0.00,84.93,67.33,61.79,58.30,174.76,0.00,0.00,60.43,63.32,63.74,49.02,135.37,0.00,0.00,55.64,61.62,37.52,47.32,100.34,0.00,0.00,39.13,29.13,36.69,23.55,65.45,0.00,0.00,28.81,34.20,16.43,9.70,56.95,0.00,0.00,17.24,17.34,10.14,7.79,22.42,0.00,0.00,12.80,11.58,8.69,24.83,0.00,0.00,0.00,10.03,13.91,6.67,7.84,15.31,0.0,0.0,7.01,6.04,8.29,7.71,14.81,0.0,0.73,3.65,6.76,12.02,7.87,6.86,5.48,11.35,12.27,11.81,10.91,9.03,9.24,6.86,13.38,16.42,19.17,10.31,13.95,38.53,35.33,28.93,34.07,36.49,46.36,57.51,40.96
Danville VAMC TotalSumCases,"146,860.00","146,598.00","146,328.00","146,116.00","145,650.00","145,650.00","145,650.00","145,329.00","144,937.00","144,599.00","143,692.00","143,692.00","143,692.00","143,692.00","143,355.00","143,000.00","142,614.00","142,141.00","141,359.00","141,359.00","141,359.00","140,970.00","140,495.00","140,029.00","139,628.00","138,830.00","138,830.00","138,830.00","138,410.00","137,393.00","136,887.00","135,742.00","135,742.00","135,742.00","135,331.00","134,713.00","134,071.00","133,375.00","132,113.00","132,113.00","132,113.00","131,301.00","130,468.00","129,786.00","128,166.00","128,166.00","128,166.00","128,166.00","127,261.00","126,627.00","125,720.00","124,957.00","123,594.00","123,594.00","123,594.00","123,007.00","122,502.00","121,898.00","121,524.00","120,488.00","120,488.00","120,488.00","119,935.00","119,618.00","119,101.00","118,515.00","117,625.00","117,625.00","117,625.00","117,254.00","116,924.00","116,538.00","116,146.00","115,376.00","115,376.00","115,376.00","115,082.00","114,782.00","114,577.00","114,271.00","113,787.00","113,787.00","113,787.00","113,614.00","113,413.00","113,263.00","113,062.00","112,762.00","112,762.00","112,762.00","112,672.00","112,505.00","112,449.00","112,355.00","112,149.00","112,149.00","112,149.00","112,099.00","112,050.00","111,980.00","111,917.00","111,814.00","111,814.00","111,814.00","111,776.00","111,718.00","111,702.00","111,622.00","111,622.00","111,622.00","111,622.00","111,603.00",111577.0,111562.0,111539.0,111498.0,111498.0,111498.0,111475.0,111460.0,111450.0,111431.0,111378.0,111378.0,111378.0,111369.0,111348.0,111309.0,111290.0,111269.0,111238.0,111203.0,111166.0,111131.0,111094.0,111048.0,111021.0,110996.0,110970.0,110915.0,,,,,,,,,,
Danville VAMC NewSumCases,262.00,270.00,212.00,466.00,0.00,0.00,321.00,392.00,338.00,907.00,0.00,0.00,0.00,337.00,355.00,386.00,473.00,782.00,0.00,0.00,389.00,475.00,466.00,401.00,798.00,0.00,0.00,420.00,484.00,506.00,"1,145.00",0.00,0.00,411.00,618.00,642.00,696.00,"1,262.00",0.00,0.00,812.00,833.00,682.00,"1,620.00",0.00,0.00,0.00,905.00,634.00,907.00,763.00,"1,363.00",0.00,0.00,587.00,505.00,604.00,374.00,"1,036.00",0.00,0.00,553.00,317.00,517.00,586.00,890.00,0.00,0.00,371.00,330.00,386.00,392.00,770.00,0.00,0.00,294.00,300.00,205.00,306.00,484.00,0.00,0.00,173.00,201.00,150.00,201.00,300.00,0.00,0.00,90.00,167.00,56.00,94.00,206.00,0.00,0.00,50.00,49.00,70.00,63.00,103.00,0.00,0.00,38.00,58.00,16.00,80.00,0.00,0.00,0.00,19.00,26.00,15.0,23.0,41.0,0.0,0.0,23.0,15.0,10.0,19.0,53.0,0.0,0.0,9.0,21.0,39.0,19.0,21.0,31.0,35.0,37.0,35.0,37.0,46.0,27.0,25.0,26.0,55.0,74.0,,,,,,,,,,
Danville VAMC ECases,"8,814.39","8,798.06","8,781.88","8,768.70","8,740.49","8,740.49","8,740.49","8,720.91","8,695.46","8,674.76","8,620.21","8,620.21","8,620.21","8,620.21","8,599.72","8,577.71","8,553.95","8,525.66","8,477.39","8,477.39","8,477.39","8,453.33","8,424.18","8,395.72","8,371.04","8,323.22","8,323.22","8,323.22","8,297.46","8,234.86","8,203.40","8,133.12","8,133.12","8,133.12","8,107.73","8,069.79","8,029.89","7,987.19","7,908.79","7,908.79","7,908.79","7,858.68","7,807.26","7,765.22","7,664.85","7,664.85","7,664.85","7,664.85","7,609.38","7,570.28","7,515.48","7,467.81","7,385.32","7,385.32","7,385.32","7,349.96","7,318.86","7,282.47","7,260.11","7,198.89","7,198.89","7,198.89","7,165.79","7,145.90","7,115.70","7,079.16","7,026.65","7,026.65","7,026.65","7,004.36","6,984.51","6,961.36","6,937.40","6,892.44","6,892.44","6,892.44","6,874.60","6,856.59","6,844.16","6,825.67","6,797.19","6,797.19","6,797.19","6,786.71","6,775.24","6,766.20","6,754.36","6,736.61","6,736.61","6,736.61","6,731.12","6,721.44","6,718.02","6,712.54","6,700.84","6,700.84","6,700.84","6,697.92","6,694.95","6,690.71","6,686.72","6,680.78","6,680.78","6,680.78","6,678.41","6,674.99","6,674.04","6,669.24","6,669.24","6,669.24","6,669.24","6,668.12",6666.63,6665.77,6664.32,6661.94,6661.94,6661.94,6660.55,6659.61,6658.97,6657.75,6654.6,6654.6,6654.6,6654.05,6652.82,6650.4,6649.21,6647.83,6646.09,6643.9,6641.58,6639.54,6637.3,6634.5,6632.75,6631.33,6629.74,6626.47,6622.09,6618.0,6551.77,6543.97,6534.25,6530.81,6525.87,6519.07,6512.32,6504.34
Danville VAMC NewECases,16.33,16.18,13.18,28.21,0.00,0.00,19.58,25.45,20.70,54.55,0.00,0.00,0.00,20.49,22.01,23.76,28.29,48.27,0.00,0.00,24.05,29.15,28.47,24.68,47.82,0.00,0.00,25.75,30.00,31.47,70.28,0.00,0.00,25.39,37.93,39.91,42.69,78.40,0.00,0.00,50.12,51.42,42.04,100.37,0.00,0.00,0.00,55.46,39.10,54.80,47.67,82.49,0.00,0.00,35.36,31.10,36.39,22.36,61.22,0.00,0.00,33.10,19.90,30.20,36.54,52.51,0.00,0.00,22.29,19.85,23.16,23.95,44.96,0.00,0.00,17.84,18.01,12.43,18.49,28.49,0.00,0.00,10.48,11.47,9.04,11.84,17.75,0.00,0.00,5.50,9.68,3.41,5.48,11.71,0.00,0.00,2.92,2.96,4.25,3.98,5.94,0.00,0.00,2.37,3.42,0.95,4.80,0.00,0.00,0.00,1.12,1.49,0.86,1.45,2.38,0.0,0.0,1.4,0.94,0.64,1.22,3.15,0.0,0.0,0.55,1.23,2.42,1.19,1.39,1.73,2.2,2.32,2.04,2.24,2.8,1.75,1.42,1.59,3.27,4.38,4.09,2.63,7.8,9.71,3.44,4.94,6.8,6.75,7.98,9.33
Clement J. VAMC TotalSumCases,"891,086.00","888,913.00","886,446.00","884,615.00","881,899.00","877,961.00","877,961.00","877,696.00","875,250.00","872,414.00","868,766.00","864,575.00","864,575.00","864,575.00","861,526.00","858,793.00","856,085.00","851,813.00","846,270.00","846,270.00","846,270.00","842,879.00","840,518.00","837,392.00","834,200.00","828,473.00","828,473.00","828,473.00","825,870.00","819,623.00","816,013.00","809,438.00","809,438.00","809,438.00","806,079.00","802,692.00","798,850.00","796,598.00","792,774.00","792,774.00","792,774.00","790,268.00","788,185.00","785,738.00","783,736.00","780,497.00","780,497.00","780,497.00","778,367.00","775,727.00","773,332.00","770,731.00","766,557.00","766,557.00","766,557.00","764,035.00","761,805.00","759,810.00","757,306.00","754,011.00","754,011.00","754,011.00","752,124.00","750,396.00","748,586.00","746,583.00","743,851.00","743,851.00","743,851.00","741,791.00","740,136.00","738,423.00","736,688.00","733,887.00","733,887.00","733,887.00","732,515.00","730,733.00","729,277.00","727,612.00","725,284.00","725,284.00","725,284.00","724,010.00","722,964.00","721,991.00","720,913.00","719,791.00","719,791.00","719,791.00","719,209.00","718,727.00","718,245.00","717,736.00","717,173.00","717,173.00","717,173.00","716,940.00","716,688.00","716,403.00","716,165.00","715,720.00","715,720.00","715,720.00","715,567.00","715,302.00","715,102.00","714,934.00","714,814.00","714,812.00","714,811.00","714,680.00",714555.0,714470.0,714337.0,714150.0,714147.0,714145.0,714073.0,713928.0,713822.0,713729.0,713532.0,713530.0,713529.0,713419.0,713277.0,713218.0,713088.0,712892.0,712840.0,712814.0,712668.0,712475.0,712343.0,712148.0,711890.0,711833.0,711759.0,711515.0,,,,,,,,,,
